,time,hour,Alcalde,Avila_Camacho,Enrique_Diaz_de_Leon,Federalismo,Hidalgo,Independencia,Juarez,Lazaro_Cardenas,Lopez_Mateos,Vallarta,origin,destination
153,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,La Minerva
154,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Basílica de Zapopan
155,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Hospicio Cabañas
156,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Andares
157,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Secretaría de Movilidad
158,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,La Minerva
159,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Plaza Galerías,Basílica de Zapopan
160,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Andares,Hospicio Cabañas
161,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Andares,Plaza Galerías
162,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Andares,Secretaría de Movilidad
163,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Andares,La Minerva
164,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Andares,Basílica de Zapopan
165,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Hospicio Cabañas
166,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Plaza Galerías
167,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Andares
168,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,La Minerva
169,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Basílica de Zapopan
170,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,La Minerva,Hospicio Cabañas
171,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,La Minerva,Plaza Galerías
172,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,La Minerva,Andares
173,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,La Minerva,Secretaría de Movilidad
174,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,La Minerva,Basílica de Zapopan
175,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Hospicio Cabañas
176,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Plaza Galerías
177,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Andares
178,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Secretaría de Movilidad
179,2019-05-03 10:44:21.352273,10,0,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,La Minerva
180,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Plaza Galerías
181,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Andares
182,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Secretaría de Movilidad
183,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,La Minerva
184,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Hospicio Cabañas,Basílica de Zapopan
185,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Plaza Galerías,Hospicio Cabañas
186,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Plaza Galerías,Andares
187,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Plaza Galerías,Secretaría de Movilidad
188,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Plaza Galerías,La Minerva
189,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Plaza Galerías,Basílica de Zapopan
190,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Andares,Hospicio Cabañas
191,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Andares,Plaza Galerías
192,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Andares,Secretaría de Movilidad
193,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Andares,La Minerva
194,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Andares,Basílica de Zapopan
195,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Hospicio Cabañas
196,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Plaza Galerías
197,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Andares
198,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,La Minerva
199,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Secretaría de Movilidad,Basílica de Zapopan
200,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,La Minerva,Hospicio Cabañas
201,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,La Minerva,Plaza Galerías
202,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,La Minerva,Andares
203,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,La Minerva,Secretaría de Movilidad
204,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,La Minerva,Basílica de Zapopan
205,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Hospicio Cabañas
206,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Plaza Galerías
207,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Andares
208,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,Secretaría de Movilidad
209,2019-05-03 11:44:21.350552,11,1,0,0,0,0,0,0,0,0,0,Basílica de Zapopan,La Minerva
210,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Hospicio Cabañas,Plaza Galerías
211,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Hospicio Cabañas,Andares
212,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Hospicio Cabañas,Secretaría de Movilidad
213,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Hospicio Cabañas,La Minerva
214,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Hospicio Cabañas,Basílica de Zapopan
215,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Plaza Galerías,Hospicio Cabañas
216,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Plaza Galerías,Andares
217,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Plaza Galerías,Secretaría de Movilidad
218,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Plaza Galerías,La Minerva
219,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Plaza Galerías,Basílica de Zapopan
220,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Andares,Hospicio Cabañas
221,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Andares,Plaza Galerías
222,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Andares,Secretaría de Movilidad
223,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Andares,La Minerva
224,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Andares,Basílica de Zapopan
225,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Secretaría de Movilidad,Hospicio Cabañas
226,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Secretaría de Movilidad,Plaza Galerías
227,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Secretaría de Movilidad,Andares
228,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Secretaría de Movilidad,La Minerva
229,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,Secretaría de Movilidad,Basílica de Zapopan
230,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,La Minerva,Hospicio Cabañas
231,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,La Minerva,Plaza Galerías
232,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,La Minerva,Andares
233,2019-05-03 12:44:21.350518,12,1,0,0,0,1,1,0,0,0,0,La Minerva,Secretaría de Movilidad
