name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 21:44:21.350564,6.116666666666666,13.3,7.1833333333333345
Juarez,2019-05-03 21:44:21.350564,6.0,14.383333333333333,8.383333333333333
Hidalgo,2019-05-03 21:44:21.350564,5.316666666666666,16.233333333333334,10.916666666666668
Federalismo,2019-05-03 21:44:21.350564,5.95,15.55,9.600000000000001
Alcalde,2019-05-03 21:44:21.350564,9.366666666666667,15.433333333333334,6.066666666666666
Enrique_Diaz_de_Leon,2019-05-03 21:44:21.350564,8.033333333333333,16.916666666666668,8.883333333333335
Lopez_Mateos,2019-05-03 21:44:21.350564,10.65,18.8,8.15
Avila_Camacho,2019-05-03 21:44:21.350564,8.0,15.966666666666667,7.966666666666667
Independencia,2019-05-03 21:44:21.350564,17.966666666666665,40.583333333333336,22.61666666666667
Lazaro_Cardenas,2019-05-03 21:44:21.350564,6.816666666666666,12.55,5.733333333333334
