name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-04 00:44:21.350514,6.116666666666666,11.066666666666666,4.95
Juarez,2019-05-04 00:44:21.350514,6.0,17.65,11.649999999999999
Hidalgo,2019-05-04 00:44:21.350514,5.316666666666666,18.766666666666666,13.45
Federalismo,2019-05-04 00:44:21.350514,5.95,13.4,7.45
Alcalde,2019-05-04 00:44:21.350514,9.366666666666667,12.65,3.283333333333333
Enrique_Diaz_de_Leon,2019-05-04 00:44:21.350514,8.033333333333333,16.533333333333335,8.500000000000002
Lopez_Mateos,2019-05-04 00:44:21.350514,11.166666666666666,38.7,27.53333333333334
Avila_Camacho,2019-05-04 00:44:21.350514,8.0,15.583333333333334,7.583333333333334
Independencia,2019-05-04 00:44:21.350514,17.966666666666665,44.46666666666667,26.500000000000004
Lazaro_Cardenas,2019-05-04 00:44:21.350514,6.816666666666666,15.366666666666667,8.55
