name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 23:44:21.350516,6.116666666666666,14.45,8.333333333333332
Juarez,2019-05-03 23:44:21.350516,6.0,17.733333333333334,11.733333333333334
Hidalgo,2019-05-03 23:44:21.350516,5.316666666666666,20.033333333333335,14.716666666666669
Federalismo,2019-05-03 23:44:21.350516,5.95,15.166666666666666,9.216666666666665
Alcalde,2019-05-03 23:44:21.350516,9.366666666666667,15.233333333333333,5.866666666666665
Enrique_Diaz_de_Leon,2019-05-03 23:44:21.350516,8.033333333333333,17.616666666666667,9.583333333333334
Lopez_Mateos,2019-05-03 23:44:21.350516,10.65,37.18333333333333,26.53333333333333
Avila_Camacho,2019-05-03 23:44:21.350516,8.0,16.85,8.850000000000001
Independencia,2019-05-03 23:44:21.350516,17.966666666666665,47.333333333333336,29.36666666666667
Lazaro_Cardenas,2019-05-03 23:44:21.350516,12.65,28.766666666666666,16.116666666666667
