name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 16:44:21.350552,6.116666666666666,9.383333333333333,3.2666666666666666
Juarez,2019-05-03 16:44:21.350552,6.0,11.166666666666666,5.166666666666666
Hidalgo,2019-05-03 16:44:21.350552,5.316666666666666,16.616666666666667,11.3
Federalismo,2019-05-03 16:44:21.350552,5.95,14.583333333333334,8.633333333333333
Alcalde,2019-05-03 16:44:21.350552,9.366666666666667,16.6,7.233333333333334
Enrique_Diaz_de_Leon,2019-05-03 16:44:21.350552,8.033333333333333,16.45,8.416666666666666
Lopez_Mateos,2019-05-03 16:44:21.350552,10.65,16.483333333333334,5.833333333333334
Avila_Camacho,2019-05-03 16:44:21.350552,8.0,14.35,6.35
Independencia,2019-05-03 16:44:21.350552,17.966666666666665,43.233333333333334,25.26666666666667
Lazaro_Cardenas,2019-05-03 16:44:21.350552,6.816666666666666,9.733333333333333,2.916666666666666
