name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 15:44:21.352273,6.116666666666666,10.25,4.133333333333334
Juarez,2019-05-03 15:44:21.352273,6.0,10.216666666666667,4.216666666666667
Hidalgo,2019-05-03 15:44:21.352273,5.316666666666666,15.083333333333334,9.766666666666667
Federalismo,2019-05-03 15:44:21.352273,5.95,13.133333333333333,7.183333333333333
Alcalde,2019-05-03 15:44:21.352273,9.366666666666667,15.266666666666667,5.9
Enrique_Diaz_de_Leon,2019-05-03 15:44:21.352273,8.033333333333333,15.666666666666666,7.633333333333333
Lopez_Mateos,2019-05-03 15:44:21.352273,10.65,15.9,5.25
Avila_Camacho,2019-05-03 15:44:21.352273,8.0,13.966666666666667,5.966666666666667
Independencia,2019-05-03 15:44:21.352273,17.966666666666665,42.833333333333336,24.86666666666667
Lazaro_Cardenas,2019-05-03 15:44:21.352273,6.816666666666666,9.45,2.633333333333333
