name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 09:44:21.352244,8.366666666666667,6.55,-1.8166666666666673
Juarez,2019-05-03 09:44:21.352244,6.0,4.816666666666666,-1.1833333333333336
Hidalgo,2019-05-03 09:44:21.352244,5.316666666666666,4.083333333333333,-1.2333333333333334
Federalismo,2019-05-03 09:44:21.352244,5.95,5.616666666666666,-0.3333333333333339
Alcalde,2019-05-03 09:44:21.352244,9.366666666666667,7.366666666666666,-2.000000000000001
Enrique_Diaz_de_Leon,2019-05-03 09:44:21.352244,8.033333333333333,6.216666666666667,-1.8166666666666664
Lopez_Mateos,2019-05-03 09:44:21.352244,10.65,9.833333333333334,-0.8166666666666664
Avila_Camacho,2019-05-03 09:44:21.352244,8.0,6.7,-1.2999999999999998
Independencia,2019-05-03 09:44:21.352244,17.966666666666665,13.866666666666667,-4.099999999999998
Lazaro_Cardenas,2019-05-03 09:44:21.352244,6.816666666666666,6.55,-0.2666666666666666
