name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-04 04:44:21.350511,6.116666666666666,6.366666666666666,0.25
Juarez,2019-05-04 04:44:21.350511,6.0,7.616666666666666,1.6166666666666663
Hidalgo,2019-05-04 04:44:21.350511,5.316666666666666,6.833333333333333,1.5166666666666666
Federalismo,2019-05-04 04:44:21.350511,5.95,8.2,2.249999999999999
Alcalde,2019-05-04 04:44:21.350511,9.366666666666667,8.266666666666667,-1.0999999999999996
Enrique_Diaz_de_Leon,2019-05-04 04:44:21.350511,8.033333333333333,10.866666666666667,2.833333333333334
Lopez_Mateos,2019-05-04 04:44:21.350511,10.65,12.516666666666667,1.8666666666666671
Avila_Camacho,2019-05-04 04:44:21.350511,8.0,10.95,2.9499999999999993
Independencia,2019-05-04 04:44:21.350511,17.966666666666665,22.483333333333334,4.516666666666669
Lazaro_Cardenas,2019-05-04 04:44:21.350511,6.816666666666666,7.35,0.5333333333333332
