name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 05:44:21.350715,8.366666666666667,7.55,-0.8166666666666673
Juarez,2019-05-03 05:44:21.350715,6.0,6.033333333333333,0.033333333333333215
Hidalgo,2019-05-03 05:44:21.350715,5.316666666666666,4.833333333333333,-0.4833333333333334
Federalismo,2019-05-03 05:44:21.350715,5.95,7.033333333333333,1.083333333333333
Alcalde,2019-05-03 05:44:21.350715,9.366666666666667,7.25,-2.116666666666667
Enrique_Diaz_de_Leon,2019-05-03 05:44:21.350715,8.033333333333333,8.683333333333334,0.6500000000000004
Lopez_Mateos,2019-05-03 05:44:21.350715,10.65,11.633333333333333,0.9833333333333325
Avila_Camacho,2019-05-03 05:44:21.350715,8.0,8.783333333333333,0.7833333333333332
Independencia,2019-05-03 05:44:21.350715,17.966666666666665,17.85,-0.11666666666666359
Lazaro_Cardenas,2019-05-03 05:44:21.350715,6.816666666666666,7.066666666666666,0.25
