name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 18:44:21.350544,6.116666666666666,12.7,6.583333333333333
Juarez,2019-05-03 18:44:21.350544,6.0,15.3,9.3
Hidalgo,2019-05-03 18:44:21.350544,5.316666666666666,17.65,12.333333333333332
Federalismo,2019-05-03 18:44:21.350544,5.95,15.516666666666667,9.566666666666666
Alcalde,2019-05-03 18:44:21.350544,9.366666666666667,16.45,7.083333333333332
Enrique_Diaz_de_Leon,2019-05-03 18:44:21.350544,8.033333333333333,17.366666666666667,9.333333333333334
Lopez_Mateos,2019-05-03 18:44:21.350544,10.65,19.516666666666666,8.866666666666665
Avila_Camacho,2019-05-03 18:44:21.350544,8.0,17.05,9.05
Independencia,2019-05-03 18:44:21.350544,17.966666666666665,44.8,26.833333333333332
Lazaro_Cardenas,2019-05-03 18:44:21.350544,6.816666666666666,10.683333333333334,3.866666666666667
