name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 08:44:21.352325,8.366666666666667,6.433333333333334,-1.9333333333333336
Juarez,2019-05-03 08:44:21.352325,6.0,4.916666666666667,-1.083333333333333
Hidalgo,2019-05-03 08:44:21.352325,5.316666666666666,4.433333333333334,-0.8833333333333329
Federalismo,2019-05-03 08:44:21.352325,5.95,5.666666666666667,-0.2833333333333332
Alcalde,2019-05-03 08:44:21.352325,9.366666666666667,7.816666666666666,-1.5500000000000007
Enrique_Diaz_de_Leon,2019-05-03 08:44:21.352325,8.033333333333333,6.283333333333333,-1.75
Lopez_Mateos,2019-05-03 08:44:21.352325,10.65,10.683333333333334,0.033333333333333215
Avila_Camacho,2019-05-03 08:44:21.352325,8.0,6.483333333333333,-1.5166666666666666
Independencia,2019-05-03 08:44:21.352325,17.966666666666665,13.583333333333334,-4.383333333333331
Lazaro_Cardenas,2019-05-03 08:44:21.352325,6.816666666666666,6.666666666666667,-0.14999999999999947
