name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 07:44:21.352219,8.366666666666667,6.783333333333333,-1.583333333333334
Juarez,2019-05-03 07:44:21.352219,6.0,5.716666666666667,-0.2833333333333332
Hidalgo,2019-05-03 07:44:21.352219,5.316666666666666,4.75,-0.5666666666666664
Federalismo,2019-05-03 07:44:21.352219,5.95,5.883333333333334,-0.06666666666666643
Alcalde,2019-05-03 07:44:21.352219,9.366666666666667,7.516666666666667,-1.8500000000000005
Enrique_Diaz_de_Leon,2019-05-03 07:44:21.352219,8.033333333333333,6.55,-1.4833333333333334
Lopez_Mateos,2019-05-03 07:44:21.352219,10.65,10.25,-0.40000000000000036
Avila_Camacho,2019-05-03 07:44:21.352219,8.0,7.233333333333333,-0.7666666666666666
Independencia,2019-05-03 07:44:21.352219,17.966666666666665,14.616666666666667,-3.349999999999998
Lazaro_Cardenas,2019-05-03 07:44:21.352219,6.816666666666666,6.9,0.08333333333333393
