name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 11:44:21.352269,8.366666666666667,11.866666666666667,3.5
Juarez,2019-05-03 11:44:21.352269,6.0,7.133333333333334,1.1333333333333337
Hidalgo,2019-05-03 11:44:21.352269,5.316666666666666,6.5,1.1833333333333336
Federalismo,2019-05-03 11:44:21.352269,5.95,10.316666666666666,4.366666666666666
Alcalde,2019-05-03 11:44:21.352269,9.366666666666667,10.95,1.5833333333333321
Enrique_Diaz_de_Leon,2019-05-03 11:44:21.352269,8.033333333333333,13.85,5.816666666666666
Lopez_Mateos,2019-05-03 11:44:21.352269,10.65,12.966666666666667,2.3166666666666664
Avila_Camacho,2019-05-03 11:44:21.352269,8.0,11.6,3.5999999999999996
Independencia,2019-05-03 11:44:21.352269,17.966666666666665,33.45,15.483333333333338
Lazaro_Cardenas,2019-05-03 11:44:21.352269,6.816666666666666,7.983333333333333,1.166666666666667
