name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 19:44:21.350528,6.116666666666666,12.183333333333334,6.066666666666667
Juarez,2019-05-03 19:44:21.350528,6.0,14.516666666666667,8.516666666666667
Hidalgo,2019-05-03 19:44:21.350528,5.316666666666666,16.883333333333333,11.566666666666666
Federalismo,2019-05-03 19:44:21.350528,5.95,15.733333333333333,9.783333333333331
Alcalde,2019-05-03 19:44:21.350528,9.366666666666667,16.7,7.333333333333332
Enrique_Diaz_de_Leon,2019-05-03 19:44:21.350528,8.033333333333333,17.45,9.416666666666666
Lopez_Mateos,2019-05-03 19:44:21.350528,10.65,30.4,19.75
Avila_Camacho,2019-05-03 19:44:21.350528,8.0,17.116666666666667,9.116666666666667
Independencia,2019-05-03 19:44:21.350528,17.966666666666665,44.766666666666666,26.8
Lazaro_Cardenas,2019-05-03 19:44:21.350528,9.0,18.0,9.0
