name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 10:44:21.352348,6.116666666666666,6.1,-0.016666666666666607
Juarez,2019-05-03 10:44:21.352348,6.0,5.85,-0.15000000000000036
Hidalgo,2019-05-03 10:44:21.352348,5.316666666666666,5.4,0.08333333333333393
Federalismo,2019-05-03 10:44:21.352348,5.95,8.9,2.95
Alcalde,2019-05-03 10:44:21.352348,9.366666666666667,8.216666666666667,-1.1500000000000004
Enrique_Diaz_de_Leon,2019-05-03 10:44:21.352348,8.033333333333333,8.1,0.06666666666666643
Lopez_Mateos,2019-05-03 10:44:21.352348,10.65,10.85,0.1999999999999993
Avila_Camacho,2019-05-03 10:44:21.352348,8.0,8.966666666666667,0.9666666666666668
Independencia,2019-05-03 10:44:21.352348,17.966666666666665,24.233333333333334,6.266666666666669
Lazaro_Cardenas,2019-05-03 10:44:21.352348,6.816666666666666,7.016666666666667,0.20000000000000018
