name,time,duration,duration_with_traffic,diff
Vallarta,2019-05-03 20:44:21.350514,6.116666666666666,11.033333333333333,4.916666666666667
Juarez,2019-05-03 20:44:21.350514,6.0,15.033333333333333,9.033333333333333
Hidalgo,2019-05-03 20:44:21.350514,9.4,17.433333333333334,8.033333333333333
Federalismo,2019-05-03 20:44:21.350514,5.95,15.6,9.649999999999999
Alcalde,2019-05-03 20:44:21.350514,9.366666666666667,14.516666666666667,5.15
Enrique_Diaz_de_Leon,2019-05-03 20:44:21.350514,8.033333333333333,16.883333333333333,8.85
Lopez_Mateos,2019-05-03 20:44:21.350514,10.65,25.133333333333333,14.483333333333333
Avila_Camacho,2019-05-03 20:44:21.350514,8.0,16.416666666666668,8.416666666666668
Independencia,2019-05-03 20:44:21.350514,17.966666666666665,42.68333333333333,24.716666666666665
Lazaro_Cardenas,2019-05-03 20:44:21.350514,6.816666666666666,12.383333333333333,5.566666666666666
